Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA4,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_phenol,fr_phenol_noOrthoHbond,fr_sulfide,fr_term_acetylene
17a-Hydroxypregnenolone,14.082745356149466,-5.611351450302344,14.082745356149466,2.5388428287981855,0.7209969016123512,332.4839999999994,300.228,332.2351448840009,134,0.21152913211848046,-0.3927966848471336,0.3927966848471336,0.21152913211848046,1.0416666666666667,1.9583333333333333,2.7083333333333335,-6.172864527977204e-17,-0.245987897325347,-1.4431905347335042e-16,-2.9416973905691863,-2.5708007796009924e-16,-2.880359272257063,-5.873169221010672e-17,-1.140534204604898,45.146264369941974,43.72474487139159,11.72474487139159,24.05272988824629,22.428869016623523,6.612372435695795,5.4644345083117605,5.4644345083117605,4.1259459934385125,4.1259459934385125,2.7806706996939052,2.7806706996939052,-0.67,3.4190718871084957,5.169814631858175,1.9446810570042687,190.20755179552071,10.217616382214425,5.601050810983688,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,25.328960510696195,80.93215485341672,43.79623004216296,8.821535139290429,56.134910251392895,5.783244946364939,2.8623993144652684,0.0,28.5118539948828,83.22014440045574,0.0,11.625176276104835,0.0,57.53,129.14041961780833,14.389847077263362,0.0,0.0,0.0,10.217616382214425,34.389846106380325,280.8998905907297,0.0,14.082745356149466,8.121060939317367,-18.69482216354173,-19.92219532059585,-2.600297186004032,-45.645701944568536,-14.740680271486376,0.0,0.8571428571428571,24,2,3,4,0,4,0,0,3,2,3,6,3,0,3,4,3.6302000000000034,93.34060000000005,2,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
2-Methoxyestradiol,9.607522557634166,-4.944233630952383,9.607522557634166,1.423382041355976,0.832809135520442,302.4139999999995,276.20599999999996,302.1881946920007,120,0.2932939038598365,-0.5042477743195066,0.5042477743195066,0.2932939038598365,1.0454545454545454,2.0,2.8181818181818183,-6.861355083674746e-17,-0.24577300170628694,-1.4921886518727713e-16,-2.887030004995063,8.56670575132305e-18,-2.8162822692762552,4.109478481179746e-17,-1.1178034295859316,38.085421958697395,36.72474487139159,10.72474487139159,20.919867732056243,18.882993161855453,6.066496580927726,4.7144345083117605,4.7144345083117605,3.4894770297464954,3.4894770297464954,2.3895195511812304,2.3895195511812304,-1.22,3.28086479343987,4.887576364346145,1.8414855902433784,168.5627434005816,14.954479336014474,0.0,11.49902366656781,1.4311996572326342,1.4311996572326342,0.0,0.0,0.0,0.0,6.851892117295679,84.54615333218287,24.673654011063956,21.342521822853893,47.852684684099785,0.0,2.8623993144652684,0.0,17.202905840122938,57.063417237585014,7.037952458882589,23.21174039872058,11.49902366656781,49.69,116.01503960187894,4.1122756685106605,0.0,0.0,0.0,14.954479336014474,31.648328994039886,227.95984210382704,0.0,0.0,8.293617853273336,-8.344193528491644,-17.40164724249817,-3.360720256466785,-32.141643860571996,-4.632066733762938,-3.623188335308871,0.6842105263157895,22,2,3,3,0,3,1,1,3,2,3,5,2,0,2,4,3.6178000000000026,85.28260000000004,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,1,0,0
Androstane-3b_5a_6b-triol,9.892695578231294,-5.788405612244902,9.892695578231294,3.9195241609040306,0.6446992532243634,308.46199999999936,276.20599999999996,308.2351448840009,126,0.21102176268158598,-0.3930149700249052,0.3930149700249052,0.21102176268158598,0.6363636363636364,1.3636363636363635,2.1363636363636362,-1.555692458767358e-15,-0.24599895068080474,-2.9853330505636237e-16,-2.9897532562990787,-1.8789009757746953e-16,-2.9860385541037737,-1.772616910084825e-16,-1.1816260800603469,43.621320343559645,42.72474487139159,10.72474487139159,23.18198051533946,21.837117307087382,6.112372435695795,5.0894345083117605,5.0894345083117605,3.8019770297464954,3.8019770297464954,2.6280505874892133,2.6280505874892133,-0.12,2.9484185226726476,4.704894705297985,1.7922364016600947,178.88665250919124,15.326424573321638,0.0,0.0,4.293598971697903,0.0,0.0,0.0,0.0,0.0,20.076709135920737,67.70733783479166,48.798396387322136,20.502603977224105,55.07842270225807,0.0,4.293598971697903,0.0,28.511853994882795,88.82119521143943,0.0,0.0,0.0,60.69,117.33304920632224,10.96606844936176,0.0,0.0,0.0,15.326424573321638,33.07952865127252,282.41568283425624,0.0,0.0,12.393188536376442,-16.477743291761158,-16.99714769935753,0.0,-56.87779967950223,-10.20618070001187,0.0,1.0,22,3,3,4,0,4,0,0,3,3,3,5,4,0,4,4,2.865800000000002,85.20040000000004,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
11-Ketoetiocholanolone,14.838986284328541,-5.565766723356012,14.838986284328541,2.871180132814782,0.7477804090828566,304.42999999999944,276.20599999999996,304.20384475600076,122,0.2104451809802162,-0.393119724315146,0.393119724315146,0.2104451809802162,0.9090909090909091,1.7727272727272727,2.5454545454545454,1.4623688136078544e-16,-0.24598983256204013,-1.3176800857737173e-16,-2.9623023928662664,-9.007550004345627e-17,-2.921826990900969,-8.580614139786611e-17,-1.1752432369095722,40.3618073195658,38.72474487139159,10.72474487139159,21.370061248538324,20.02062072615966,6.112372435695795,4.987372435695795,4.987372435695795,3.709279326771846,3.709279326771846,2.63273277230987,2.63273277230987,-0.7000000000000001,3.208989540414363,4.65586697781527,1.7775624365733527,171.82800668796102,5.1088081911072125,11.566489892729878,0.0,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,13.703784234591359,61.33441293346228,59.6945204178444,7.450776583120208,51.70836357584684,11.566489892729878,1.4311996572326342,0.0,34.40581168024587,70.76720147217637,0.0,0.0,0.0,54.370000000000005,116.73950304515215,15.072108592824522,0.0,0.0,0.0,5.1088081911072125,32.958646449147686,242.67526378059006,0.0,28.7720717270494,3.8655216063698203,-10.56110496976569,-27.853769300426283,0.0,-44.92956149754696,-9.885088012937038,0.0,0.8947368421052632,22,1,3,4,0,4,0,0,3,1,3,3,4,0,4,4,3.138100000000002,83.13080000000005,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0
Beta-Estradiol,9.518316562736207,-4.8359569869614525,9.518316562736207,1.21609037468931,0.757169743555686,272.3879999999997,248.19599999999994,272.17763000800045,108,0.29309232468190016,-0.5079560321952997,0.5079560321952997,0.29309232468190016,1.05,2.05,2.9,-3.17201820888764e-17,-0.24375852427158998,-4.354470755796735e-17,-2.8873462655022903,-9.643567564205288e-17,-2.8163487974836876,-4.4386931368251584e-17,-1.1178039233057573,34.87831517751085,33.816496580927726,9.816496580927726,19.235416320188733,17.47474487139159,5.658248290463863,4.408248290463863,4.408248290463863,3.2436862178478973,3.2436862178478973,2.24110862707794,2.24110862707794,-1.02,2.902268906370586,4.2366779154371,1.604791759224291,154.27431505634252,10.217616382214425,5.749511833283905,0.0,1.4311996572326342,1.4311996572326342,0.0,0.0,0.0,0.0,12.894310824958975,84.54615333218287,24.673654011063956,11.563052251630868,40.37430461795928,0.0,2.8623993144652684,0.0,17.202905840122938,57.063417237585014,0.0,29.254159106383874,5.749511833283905,40.46,109.26999401737574,4.1122756685106605,0.0,0.0,0.0,10.217616382214425,28.906811881699447,207.26397140901557,0.0,0.0,8.232522811951021,-7.955262358801546,-15.225083666450463,-4.339652620307383,-31.418885529737366,-4.557610045669887,0.0,0.6666666666666666,20,2,2,3,0,3,1,1,2,2,2,3,2,0,2,4,3.609200000000003,78.73060000000004,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0
Tetrahydro-11-desoxycortisol,14.312841163762634,-5.946247283635677,14.312841163762634,3.234368818853169,0.7154424882176353,350.4989999999994,316.22700000000003,350.2457095680009,142,0.21153163891017296,-0.3931197276586114,0.3931197276586114,0.21153163891017296,0.8,1.52,2.28,-2.8365472496406563e-16,-0.2459900729440436,-2.0628710639331147e-16,-2.997683926457905,-2.6197327543197604e-16,-2.933015255963269,-1.433581178096212e-16,-1.196942564541744,47.69867061274927,46.13299316185545,12.132993161855453,25.336681053718713,23.541241452319316,6.816496580927726,5.566496580927726,5.566496580927726,4.218643696413162,4.218643696413162,2.8525350693352207,2.8525350693352207,-0.44999999999999996,3.593992817553046,5.771746407188155,2.260951216121302,198.58799983836383,15.326424573321638,12.160036053899976,5.783244946364939,4.293598971697903,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,86.3471453228135,43.79623004216296,10.192293695460648,62.61447699867035,5.783244946364939,4.293598971697903,0.0,34.405811680245876,82.74117718448944,6.558985242916289,0.0,0.0,77.76,129.4892190540166,18.50212274577402,0.0,0.0,0.0,15.326424573321638,33.07952865127252,300.9263677750979,0.0,14.312841163762634,11.644140012946359,-17.043459611576502,-26.51345941430471,0.0,-53.82733486943543,-15.332428389823598,0.0,0.9523809523809523,25,3,4,4,0,4,0,0,4,3,4,7,4,0,4,4,2.6825000000000023,94.77640000000005,3,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
21-Hydroxypregnenolone,14.082745356149466,-5.599346301020412,14.082745356149466,2.533676274790092,0.7611702578214693,332.4839999999994,300.228,332.2351448840009,134,0.2106753711690518,-0.3927966848471336,0.3927966848471336,0.2106753711690518,1.0833333333333333,2.0,2.7916666666666665,-4.813723599350431e-16,-0.24598975561556946,-2.3534521552355347e-16,-2.9438308481924262,-1.8503141817679184e-16,-2.8723182160223475,-4.204709130715231e-17,-1.1411721993818766,45.146264369941974,43.72474487139159,11.72474487139159,24.05272988824629,22.428869016623523,6.612372435695795,5.260310363079829,5.260310363079829,3.921821848206581,3.921821848206581,2.729639663385922,2.729639663385922,-0.6700000000000002,3.4190718871084957,5.669880387016863,2.1980959024271365,190.20755179552071,10.217616382214425,6.558985242916289,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,25.328960510696195,79.49525320551783,41.533680145788814,11.563052251630868,56.134910251392895,5.783244946364939,2.8623993144652684,0.0,34.405811680245876,70.76720147217637,6.558985242916289,11.625176276104835,0.0,57.53,129.14041961780833,15.760605633433581,0.0,0.0,0.0,10.217616382214425,33.0190875502101,281.2507602039906,0.0,14.082745356149466,7.5317341094246135,-13.345179605288964,-25.199136602618307,-2.5936409123834707,-45.529438726301855,-14.69784382297217,0.0,0.8571428571428571,24,2,3,4,0,4,0,0,3,2,3,6,3,0,3,4,3.4877000000000025,93.29260000000005,2,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
11b-Hydroxyetiocholanolone,14.143346213695914,-5.723752834467122,14.143346213695914,2.931064392074042,0.7232557974689342,306.4459999999994,276.20599999999996,306.2194948200008,124,0.2104608179059524,-0.3931197275502648,0.3931197275502648,0.2104608179059524,0.8636363636363636,1.7272727272727273,2.5,-6.39426807541536e-16,-0.24598987570107889,-2.50734716603462e-16,-2.989338575285469,-2.5394534312635976e-16,-2.9508181591288354,-2.1579167872179122e-16,-1.1913722794445814,41.99156383156272,40.72474487139159,10.72474487139159,22.27602088193889,20.928869016623523,6.112372435695795,4.987372435695795,4.987372435695795,3.709279326771846,3.709279326771846,2.63273277230987,2.63273277230987,-0.41,3.0714195689017973,4.796087700868945,1.8441290557033096,175.35732959857611,10.217616382214425,5.783244946364939,0.0,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,73.60129552015475,47.42763783115191,14.901553166240415,53.39339313905245,5.783244946364939,2.8623993144652684,0.0,34.405811680245876,76.84721949912635,0.0,0.0,0.0,57.53,117.03627612573719,11.648329964922922,0.0,0.0,0.0,10.217616382214425,34.38984610638032,263.0322111382368,0.0,14.143346213695914,8.01466583350512,-10.799762377173096,-25.082702123555535,0.0,-51.07975400510554,-10.061338012937043,0.0,0.9473684210526315,22,2,3,4,0,4,0,0,3,2,3,4,4,0,4,4,2.9299000000000026,84.13060000000004,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
5b-Dihydro-11-dehydrocorticosterone,15.199450192113877,-5.776887873204843,15.199450192113877,2.8701378297363886,0.834308032882643,346.4669999999995,316.22700000000003,346.2144094400008,138,0.21067537117784343,-0.38857952813712937,0.38857952813712937,0.21067537117784343,0.92,1.68,2.44,7.36284405051899e-17,-0.24599285821586556,-8.40224622352374e-17,-2.949879746068618,-1.063586276437214e-16,-2.912239631530189,-7.176505401912299e-17,-1.1419242062598634,44.43915758875543,42.13299316185545,12.132993161855453,23.524761786917576,21.72474487139159,6.816496580927726,5.4644345083117605,5.4644345083117605,4.07491495713053,4.07491495713053,2.933763808617852,2.933763808617852,-1.03,3.8967055090199714,5.73466664863244,2.320945208258497,191.5293540171336,5.1088081911072125,18.125475135646166,5.783244946364939,1.4311996572326342,0.0,0.0,14.383611552215466,0.0,0.0,13.703784234591359,60.37647850152968,67.91717109131031,2.7415171123404405,59.24441787225911,17.34973483909482,1.4311996572326342,0.0,40.299769365608945,64.68718344522638,6.558985242916289,0.0,0.0,71.44,128.89567289284648,15.072108592824522,4.794537184071822,0.0,0.0,5.1088081911072125,35.70016356148814,261.3638237400939,0.0,42.66034056969673,3.5476995841852856,-11.216180161879574,-37.49733760277515,0.0,-41.88897144079169,-14.969374688529626,0.0,0.8571428571428571,25,1,4,4,0,4,0,0,4,1,4,5,4,0,4,4,2.9548000000000014,92.70680000000004,1,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0
Deflazacort_intermedio,14.4085503563863,-5.124194657029482,14.4085503563863,1.7772203999253524,0.6608352205163294,365.47299999999956,338.25700000000006,365.19909372400076,142,0.18111781353512144,-0.47486653508126325,0.47486653508126325,0.18111781353512144,1.1851851851851851,2.111111111111111,2.888888888888889,1.36588937810971e-15,-0.24597641782998367,-5.0362753232142155e-17,-2.83365516284272,3.107138802623179e-17,-2.7779343539212045,1.704902124791231e-16,-1.0533086036677832,42.61036598507973,40.171958466891546,13.171958466891548,23.50244785527201,21.013710176427686,7.513710176427685,6.2168006682202,6.2168006682202,4.820999843852335,4.820999843852335,3.520918815794583,3.520918815794583,-1.97,4.603913403839616,5.091909086808559,1.8672342342923642,197.9361281003414,4.736862953800049,6.080018026949988,23.003160489470837,0.0,0.0,0.0,9.589074368143644,4.992404732635669,0.0,30.10224466950535,63.08754270270615,47.83856129183411,6.853792780851101,51.33641833853967,17.46423523708749,0.0,0.0,27.610301042155385,64.51821135383356,0.0,35.3544960442808,0.0,55.730000000000004,139.9548389447216,20.555142817505402,0.0,0.0,0.0,4.992404732635669,30.781275521034225,241.2994339604672,0.0,30.744973835442337,0.0,-18.23794875592315,-16.741472185778562,-7.967703525497541,-23.640565620538354,-17.456717708172018,0.0,0.6086956521739131,27,0,4,4,1,5,0,0,4,0,4,5,2,0,2,5,3.969300000000003,103.36900000000004,0,0,2,2,1,1,0,0,0,6,0,0,0,7,0,1,0,2,1,0,0,0,0,0
11a-HydroxyEtiocholan_3_17_dione,14.079836112685813,-5.656944444444447,14.079836112685813,2.813004508902326,0.7477804090828566,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21046081792137075,-0.3927728216550951,0.3927728216550951,0.21046081792137075,0.8636363636363636,1.6818181818181819,2.4545454545454546,1.247605376384953e-17,-0.24598984798009543,-3.548433809123524e-16,-2.9753439824477916,-1.794596485686156e-16,-2.940894063182996,-1.4050584615250783e-16,-1.1677533814348224,40.3618073195658,38.72474487139159,10.72474487139159,21.370061248538327,20.020620726159656,6.112372435695795,4.987372435695795,4.987372435695795,3.709279326771846,3.709279326771846,2.632732772309871,2.632732772309871,-0.7,3.208989540414363,4.65586697781527,1.7775624365733527,171.82800668796105,5.1088081911072125,11.566489892729878,0.0,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,13.703784234591359,60.855445717495975,60.1734876338107,7.450776583120208,51.70836357584684,11.566489892729878,1.4311996572326342,0.0,34.40581168024587,70.76720147217637,0.0,0.0,0.0,54.37,116.73950304515215,16.442867148994743,0.0,0.0,0.0,5.1088081911072125,31.58788789297747,244.3029783641533,0.0,27.508160540482642,4.106674461451247,-10.677561374086675,-27.59501116727556,0.0,-45.59572557109266,-9.966181920298988,0.0,0.8947368421052632,22,1,3,4,0,4,0,0,3,1,3,3,4,0,4,4,3.1381000000000014,83.13080000000005,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0
Finasteride,15.058041989459284,-5.869669036596125,15.058041989459284,1.196222177158203,0.7351466700288802,372.55299999999943,336.2650000000001,372.277678392001,150,0.2434237067969698,-0.3512502958328486,0.3512502958328486,0.2434237067969698,1.1111111111111112,1.8888888888888888,2.6296296296296298,-1.0474363618597847e-16,-0.24753496475652875,-1.3030010575874902e-16,-2.9562780537761673,-2.5225381317016644e-16,-2.9347208846791424,-2.0758669918395834e-16,-1.148616999886427,50.96410161513776,49.21092377192764,13.210923771927643,26.95213548685034,25.197102672463696,7.30267548146378,5.89292892094189,5.89292892094189,4.027003993966402,4.027003993966402,2.828654301010562,2.828654301010562,-1.32,3.7389125513588795,6.087459123462907,2.9428285964800356,214.17286973607517,10.619626706576751,0.0,2.8236841566564013,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,19.755855980626926,87.94216103138487,65.35928111676974,4.1122756685106605,59.01854943458758,11.814359458703011,0.0,10.619626706576751,34.405811680245876,84.05382771518765,0.0,12.104143492071133,0.0,58.2,152.99776905278443,17.1313641896038,4.794537184071822,0.0,0.0,0.0,37.092648060911905,315.8583169963272,0.0,28.265929404677383,-2.9737709645667487,-16.230790895119497,-29.028954634360247,-9.740837377468392,-32.93050373564897,-24.802722127174114,0.0,0.8260869565217391,27,2,4,3,1,4,0,0,2,2,4,3,3,0,3,4,3.8145000000000024,106.84240000000007,0,0,2,2,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0
11b-Hydroxyandrostenedione,14.023490305072643,-5.356837679516255,14.023490305072643,2.2136861457545987,0.7479907013785353,302.4139999999995,276.20599999999996,302.1881946920007,120,0.21046107813966602,-0.39276077301592366,0.39276077301592366,0.21046107813966602,1.0,1.8181818181818181,2.590909090909091,-3.3348328367509366e-18,-0.2459865435191833,-1.4138467068255286e-16,-2.9325931589060654,-2.171890914717028e-16,-2.9028907393080905,-3.083146152254755e-18,-1.1314340879451206,38.51650785794505,36.72474487139159,10.72474487139159,20.652753318989433,19.020620726159656,6.112372435695795,4.987372435695795,4.987372435695795,3.709279326771846,3.709279326771846,2.63273277230987,2.63273277230987,-0.9600000000000002,3.3744777415477687,4.531515477529463,1.7189317892002711,168.32846265544117,5.1088081911072125,5.783244946364939,5.783244946364939,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,61.013559778168464,49.688287063970634,8.821535139290429,48.96684646350639,11.566489892729878,1.4311996572326342,0.0,28.511853994882795,64.394276570847,0.0,11.625176276104835,0.0,54.37,116.09779673456451,13.701350036654302,0.0,0.0,0.0,5.1088081911072125,31.58788789297747,225.57908964585727,0.0,27.174476769906512,4.150712632275131,-12.418089884101793,-21.126714983833043,-2.2136861457545987,-38.66485271269004,-9.564268654992858,0.0,0.7894736842105263,22,1,3,4,0,4,0,0,3,1,3,3,3,0,3,4,3.058200000000001,83.10680000000005,1,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
16a-Hydroxyetiocholanolone,14.234613220498634,-5.690908446712021,14.234613220498634,2.940138466148115,0.7232557974689342,306.4459999999994,276.20599999999996,306.2194948200008,124,0.21108751468607284,-0.39311972765861136,0.39311972765861136,0.21108751468607284,0.8636363636363636,1.7272727272727273,2.5,-9.213530095647578e-17,-0.24598998348670156,-2.8962172341348273e-16,-2.9929325797623103,-1.9076361266723795e-16,-2.925290754683749,-1.4576080715487782e-16,-1.1959195977393464,41.99156383156272,40.72474487139159,10.72474487139159,22.27602088193889,20.928869016623523,6.112372435695795,4.987372435695795,4.987372435695795,3.6999149571305296,3.6999149571305296,2.556186217847896,2.556186217847896,-0.41,3.0714195689017973,4.796087700868945,1.8441290557033096,175.35732959857611,10.217616382214425,6.080018026949988,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,79.97422042148413,41.054712929822514,8.821535139290429,53.39339313905245,5.783244946364939,2.8623993144652684,0.0,34.40581168024587,76.84721949912635,0.0,0.0,0.0,57.53,117.03627612573719,10.277571408752703,0.0,0.0,0.0,10.217616382214425,35.76060466255055,263.02665549093194,0.0,14.234613220498634,7.762354916082595,-10.771493882275138,-25.037623939504137,0.0,-51.007808996500636,-10.040030142566668,0.0,0.9473684210526315,22,2,3,4,0,4,0,0,3,2,3,4,4,0,4,4,2.929900000000002,84.13060000000004,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
21-Deoxycortisol,14.10164149331041,-5.700943405139839,14.10164149331041,2.3291104806438954,0.7655135566014469,346.4669999999995,316.22700000000003,346.2144094400008,138,0.21152915049916815,-0.3927728644663369,0.3927728644663369,0.21152915049916815,1.08,2.0,2.72,1.296470669636134e-16,-0.2459878006614124,-1.1197078884538638e-16,-2.940557505388315,-5.634929128012773e-17,-2.9172541931783837,-2.3657783247474736e-17,-1.1337774184385407,44.2236146391316,42.13299316185545,12.132993161855453,23.713413490769252,21.632993161855453,6.816496580927726,5.668558653543692,5.668558653543692,4.279039102362461,4.279039102362461,2.984794844925835,2.984794844925835,-1.0000000000000002,3.907663896583564,5.260869565217392,2.07,191.55913289522886,10.217616382214425,5.601050810983688,11.566489892729878,2.8623993144652684,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,74.23837679679352,47.42763783115191,8.821535139290429,58.187930323124284,11.566489892729878,2.8623993144652684,0.0,28.511853994882795,76.84721949912635,0.0,11.625176276104835,0.0,74.6,128.55073966284388,17.813625705164963,0.0,0.0,0.0,10.217616382214425,33.01908755021011,262.86838110674785,0.0,27.419119782656203,8.362535600455873,-18.71949265663056,-22.595664670393212,-2.3291104806438954,-41.309613462994406,-14.779488552531253,0.0,0.8095238095238095,25,2,4,4,0,4,0,0,4,2,4,6,3,0,3,4,2.8092000000000015,93.73060000000005,2,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
Deflazacort,15.151810938396881,-5.685780974426811,15.151810938396881,2.054514952853647,0.6756078663027947,441.52399999999966,410.27600000000024,441.21513771200074,172,0.30256534945449476,-0.47486390371326626,0.47486390371326626,0.30256534945449476,1.1875,2.09375,2.84375,9.541125263279044,-0.2459790958736984,-1.1873166147239963e-17,-2.9209778070544776,-1.650867207379397e-18,-2.9044238792395483,1.0844638933155166e-16,-1.120997173008112,49.947229278263194,46.39670333828314,15.396703338283137,27.41422610558601,23.988455047819276,8.58020675735541,6.912506437249327,6.912506437249327,5.210519395033565,5.210519395033565,3.891593473538527,3.891593473538527,-2.2800000000000002,5.852489713223149,6.859594494321447,2.631646764069116,231.13146870186398,14.58253409870731,6.080018026949988,23.778900786022188,7.214444603597573,0.0,5.969305287951849,14.383611552215466,4.992404732635669,0.0,25.328960510696195,49.3837584681148,61.95516965066312,15.675327920141527,70.08890233602942,23.43354052503934,1.4311996572326342,0.0,33.50425872751847,70.59822938078355,6.558985242916289,23.729319768175966,0.0,102.26,152.83192891179795,24.66741848601606,4.794537184071822,0.0,0.0,14.83807587754293,32.212475178266864,282.4732623021329,0.0,44.1986946119856,4.321640870261224,-18.259704160341933,-27.152205012067416,-6.527065608427931,-31.626649312171075,-23.344640358037992,0.0,0.68,32,1,7,4,1,5,0,0,7,1,7,8,3,0,3,5,2.5632,115.74180000000007,1,0,3,3,1,1,0,0,0,4,0,0,0,7,1,2,0,2,1,0,0,0,0,0
Tetrahydrocorticosterone,14.200953408660595,-5.979091671390779,14.200953408660595,3.2190626964041904,0.7151066906317005,350.4989999999994,316.22700000000003,350.2457095680009,142,0.21067537116919235,-0.3931197275502648,0.3931197275502648,0.21067537116919235,0.8,1.6,2.36,-6.92282093328613e-16,-0.24599293104762565,-2.883215826328599e-16,-2.9947513672782087,-2.7686362158332057e-16,-2.9543673576429046,-2.6910520584156014e-16,-1.1921903696722755,47.69867061274927,46.13299316185545,12.132993161855453,25.336681053718713,23.541241452319316,6.816496580927726,5.4644345083117605,5.4644345083117605,4.07491495713053,4.07491495713053,2.9337638086178526,2.9337638086178526,-0.44999999999999996,3.593992817553046,6.03376771833562,2.469388042522951,198.58799983836383,15.326424573321638,6.558985242916289,5.783244946364939,4.293598971697903,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,85.3892108908809,42.90443870195904,17.643070278580854,62.61447699867035,5.783244946364939,4.293598971697903,0.0,40.299769365608945,76.84721949912635,6.558985242916289,0.0,0.0,77.76,129.48921905401656,18.50212274577402,0.0,0.0,0.0,15.326424573321638,33.07952865127252,301.1328019891072,0.0,14.200953408660595,11.624681514269113,-11.577038572373402,-32.03803675074893,0.0,-53.86331049028525,-15.313384431962676,0.0,0.9523809523809523,25,3,4,4,0,4,0,0,4,3,4,7,4,0,4,4,2.5384000000000015,94.70640000000004,3,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
